packetId,successCount,RSSI,frequencyError,SNR,road,distance,device
32,29,-102,847,-5.5,straight,500,SX1278
33,30,-111,847,-4.5,straight,500,SX1278
35,31,-100,964,-8.75,straight,500,SX1278
37,32,-103,931,-5,straight,500,SX1278
38,33,-112,880,-3.25,straight,500,SX1278
40,35,-112,864,-3.5,straight,500,SX1278
42,36,-110,914,-3.5,straight,500,SX1278
43,37,-109,880,-2.25,straight,500,SX1278
44,38,-111,897,-5.5,straight,500,SX1278
45,39,-111,880,-4.5,straight,500,SX1278
46,40,-111,880,-4.25,straight,500,SX1278
47,41,-111,830,-4.75,straight,500,SX1278
49,42,-111,864,-6.25,straight,500,SX1278
50,43,-109,864,-0.75,straight,500,SX1278
53,44,-105,864,-4.75,straight,500,SX1278
54,45,-111,897,-5.5,straight,500,SX1278
55,46,-111,897,-2.25,straight,500,SX1278
57,48,-110,864,-4,straight,500,SX1278
